model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
gemini-3-pro,Clothing,hijab,"['religious', 'jersey', 'opaque', 'symbolic', 'cultural', 'colorful', 'expressive', 'wrapped', 'protective', 'solid', 'viscose', 'cotton', 'modest', 'versatile', 'elegant', 'tied', 'soft', 'square', 'feminine', 'formal', 'casual', 'loose', 'smooth', 'pinned', 'satin', 'islamic', 'embroidered', 'covering', 'textile', 'draped', 'sheer', 'silk', 'traditional', 'concealing', 'rectangular', 'woven', 'floral', 'textured', 'polyester', 'breathable', 'personal', 'lightweight', 'knitted', 'patterned', 'stylish', 'spiritual', 'fashionable', 'chiffon']","[np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(1), np.int64(5), np.int64(4), np.int64(1), np.int64(7), np.int64(2), np.int64(10), np.int64(3), np.int64(1), np.int64(9), np.int64(2), np.int64(2), np.int64(3), np.int64(13), np.int64(8), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(7), np.int64(2), np.int64(4), np.int64(3), np.int64(9), np.int64(1), np.int64(11), np.int64(4), np.int64(4), np.int64(3), np.int64(1), np.int64(5), np.int64(1)]",171,45.62212199932892,13
gemini-3-pro,Clothing,hoodie,"['streetwear', 'jersey', 'zip-up', 'iconic', 'lined', 'unisex', 'urban', 'baggy', 'comfortable', 'warm', 'protective', 'athletic', 'hooded', 'cotton', 'versatile', 'fitted', 'long-sleeved', 'soft', 'insulating', 'thick', 'durable', 'casual', 'loose', 'basic', 'drawstring', 'fleece', 'slouchy', 'cozy', 'oversized', 'pocketed', 'trendy', 'pullover', 'zippered', 'informal', 'relaxed', 'sporty', 'ribbed', 'wearable', 'everyday', 'lightweight', 'knitted']","[np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(1), np.int64(5), np.int64(10), np.int64(4), np.int64(5), np.int64(5), np.int64(2), np.int64(7), np.int64(10), np.int64(5), np.int64(3), np.int64(9), np.int64(2), np.int64(4), np.int64(8), np.int64(13), np.int64(8), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(4), np.int64(4), np.int64(3), np.int64(2), np.int64(3), np.int64(3), np.int64(8), np.int64(4), np.int64(4), np.int64(2), np.int64(5), np.int64(4), np.int64(11), np.int64(4)]",184,52.610164156416744,29
gemini-3-pro,Clothing,jean,"['western', 'iconic', 'twill', 'flared', 'stiff', 'baggy', 'rough', 'bleached', 'comfortable', 'utilitarian', 'slim', 'classic', 'cotton', 'timeless', 'versatile', 'ripped', 'heavy', 'skinny', 'fitted', 'straight', 'low-rise', 'tapered', 'stone-washed', 'thick', 'denim', 'durable', 'frayed', 'casual', 'loose', 'rigid', 'resilient', 'hemmed', 'tough', 'sturdy', 'distressed', 'seamed', 'riveted', 'acid-washed', 'pocketed', 'coarse', 'zippered', 'stitched', 'rugged', 'washed', 'indigo', 'worn', 'woven', 'faded', 'textured', 'bootcut', 'popular', 'hard-wearing', 'blue', 'everyday', 'buttoned', 'high-waisted', 'washable', 'stretchy', 'tight', 'stonewashed']","[np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(3), np.int64(1), np.int64(10), np.int64(3), np.int64(1), np.int64(4), np.int64(7), np.int64(1), np.int64(10), np.int64(1), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(1), np.int64(8), np.int64(1), np.int64(13), np.int64(8), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(6), np.int64(3), np.int64(4), np.int64(1)]",172,42.818761618422386,30
gemini-3-pro,Clothing,long john,"['filled', 'airy', 'jelly-filled', 'oblong', 'fluffy', 'yeast-raised', 'sugary', 'bar-shaped', 'fried', 'caloric', 'yeast-risen', 'porous', 'golden-brown', 'bakery-made', 'soft', 'iced', 'chocolate-covered', 'edible', 'doughy', 'glazed', 'long', 'indulgent', 'maple-flavored', 'chewy', 'rectangular', 'sweet', 'unfilled', 'cream-filled', 'custard-filled', 'frosted', 'sticky']","[np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(9), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",45,6.068425588244111,14
gemini-3-pro,Clothing,pajama,"['cute', 'silky', 'flannel', 'snug', 'elasticated', 'baggy', 'one-piece', 'colorful', 'comfortable', 'warm', 'comfy', 'solid', 'cotton', 'relaxing', 'plush', 'long-sleeved', 'soft', 'domestic', 'sleeveless', 'two-piece', 'plaid', 'casual', 'loose', 'fuzzy', 'drawstring', 'restful', 'smooth', 'elastic', 'nocturnal', 'satin', 'fleece', 'footed', 'knit', 'cozy', 'oversized', 'textile', 'indoor', 'silk', 'loose-fitting', 'thermal', 'woven', 'relaxed', 'short-sleeved', 'polyester', 'matching', 'wearable', 'breathable', 'buttoned', 'lightweight', 'patterned', 'washable', 'striped']","[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(6), np.int64(10), np.int64(4), np.int64(1), np.int64(4), np.int64(7), np.int64(1), np.int64(1), np.int64(3), np.int64(9), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(13), np.int64(8), np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(7), np.int64(4), np.int64(2), np.int64(3), np.int64(1), np.int64(5), np.int64(9), np.int64(2), np.int64(11), np.int64(4), np.int64(6), np.int64(2)]",181,47.41388146855699,30
gemini-3-pro,Clothing,pocket square,"['folded', 'microfiber', 'masculine', 'refined', 'colorful', 'solid', 'small', 'distinct', 'classic', 'cotton', 'ornamental', 'elegant', 'modern', 'versatile', 'soft', 'monochromatic', 'square', 'wool', 'fabric', 'plaid', 'formal', 'casual', 'linen', 'rolled', 'printed', 'smooth', 'hemmed', 'thin', 'satin', 'woolen', 'flat', 'puffed', 'paisley', 'dapper', 'geometric', 'textile', 'delicate', 'sartorial', 'stitched', 'silk', 'gentlemanly', 'decorative', 'textured', 'woven', 'hand-rolled', 'floral', 'polyester', 'accessory', 'tucked', 'finishing', 'chic', 'crisp', 'polka-dotted', 'patterned', 'lightweight', 'checkered', 'stylish', 'sophisticated', 'striped', 'fashionable']","[np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(4), np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(1), np.int64(3), np.int64(3), np.int64(10), np.int64(9), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(13), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2), np.int64(4), np.int64(4), np.int64(7), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(11), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(5)]",179,47.81934657666514,6
gemini-3-pro,Clothing,sandal,"['plastic', 'airy', 'waterproof', 'ancient', 'heeled', 'wooden', 'cool', 'unisex', 'minimalist', 'comfortable', 'practical', 'utilitarian', 'flexible', 'versatile', 'modern', 'wedged', 'ventilated', 'synthetic', 'adjustable', 'durable', 'casual', 'open-toed', 'rigid', 'buckled', 'flat', 'leather', 'open', 'cork', 'informal', 'summery', 'exposed', 'slip-on', 'backless', 'rubber', 'gladiator', 'decorative', 'woven', 'beachy', 'thong', 'breathable', 'cushioned', 'strappy', 'simple', 'lightweight', 'washable', 'outdoor', 'slingback', 'fashionable']","[np.int64(5), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(4), np.int64(2), np.int64(10), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(8), np.int64(13), np.int64(3), np.int64(5), np.int64(2), np.int64(5), np.int64(2), np.int64(1), np.int64(1), np.int64(8), np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(1), np.int64(4), np.int64(7), np.int64(2), np.int64(1), np.int64(9), np.int64(2), np.int64(3), np.int64(3), np.int64(11), np.int64(6), np.int64(1), np.int64(1), np.int64(5)]",182,51.28953682981425,29
gemini-3-pro,Clothing,shoe,"['smelly', 'plastic', 'waterproof', 'water-resistant', 'scuffed', 'canvas', 'orthopedic', 'flexible', 'elegant', 'mass-produced', 'wedged', 'monochromatic', 'shiny', 'durable', 'formal', 'mismatched', 'buckled', 'singular', 'high-top', 'sturdy', 'squeaky', 'cushioned', 'suede', 'tight', 'ill-fitting', 'fragile', 'dirty', 'flimsy', 'worn-out', 'old', 'polished', 'platform', 'colorful', 'protective', 'classic', 'silent', 'heavy', 'porous', 'narrow', 'plain', 'synthetic', 'casual', 'loose', 'open-toed', 'right', 'flat', 'muddy', 'trendy', 'nonslip', 'slip-on', 'velcro', 'cheap', 'rubber', 'worn', 'supportive', 'wearable', 'breathable', 'paired', 'closed-toed', 'lightweight', 'stylish', 'thick-soled', 'fashionable', 'new', 'uncomfortable', 'expensive', 'low-heeled', 'vintage', 'handmade', 'comfortable', 'utilitarian', 'insulated', 'padded', 'smooth', 'laceless', 'matte', 'leather', 'clean', 'strappy', 'patterned', 'non-slip', 'low-top', 'heeled', 'wooden', 'stiff', 'rough', 'athletic', 'functional', 'pointed', 'soft', 'thin-soled', 'wide', 'rigid', 'round-toed', 'zippered', 'laced', 'high-heeled', 'affordable', 'decorative', 'textured', 'sporty', 'hard', 'left', 'fitting']","[np.int64(1), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(8), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(4), np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(13), np.int64(8), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(5), np.int64(9), np.int64(1), np.int64(1), np.int64(11), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(10), np.int64(3), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(4), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(3), np.int64(5), np.int64(2), np.int64(2), np.int64(9), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(4), np.int64(2), np.int64(1), np.int64(1)]",273,70.062209569801,29
gemini-3-pro,Clothing,shrug,"['ambivalent', 'nonverbal', 'dismissive', 'hesitant', 'unconcerned', 'passive', 'nonchalant', 'detached', 'silent', 'questioning', 'hopeless', 'shoulder-raising', 'non-verbal', 'communicative', 'casual', 'apathetic', 'momentary', 'brief', 'indifferent', 'spontaneous', 'aloof', 'bodily', 'doubtful', 'informal', 'uncertain', 'ambiguous', 'physical', 'gestural', 'clueless', 'resigned', 'equivocal', 'expressive']","[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(13), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)]",53,6.030685260261263,6
gemini-3-pro,Clothing,skort,"['two-in-one', 'active', 'flared', 'retro', 'layered', 'practical', 'comfortable', 'mini', 'athletic', 'functional', 'hybrid', 'flexible', 'versatile', 'modest', 'modern', 'fitted', 'preppy', 'feminine', 'convenient', 'durable', 'casual', 'elastic', 'skirt-like', 'elasticized', 'knit', 'dual-purpose', 'pocketed', 'short', 'pleated', 'woven', 'sporty', 'breathable', 'contemporary', 'lightweight', 'moisture-wicking', 'stretchy', 'a-line']","[np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2), np.int64(10), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(5), np.int64(10), np.int64(2), np.int64(3), np.int64(5), np.int64(1), np.int64(2), np.int64(2), np.int64(8), np.int64(13), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(9), np.int64(1), np.int64(11), np.int64(1), np.int64(3), np.int64(1)]",131,33.04343807056166,11
gemini-3-pro,Clothing,sweatshirt,"['jersey', 'unisex', 'baggy', 'comfortable', 'warm', 'athletic', 'hooded', 'cotton', 'versatile', 'heavy', 'long-sleeved', 'soft', 'insulating', 'thick', 'plain', 'durable', 'absorbent', 'casual', 'loose', 'printed', 'layering', 'fleece', 'cozy', 'oversized', 'pullover', 'informal', 'thermal', 'relaxed', 'sporty', 'ribbed', 'breathable', 'everyday', 'knitted', 'washable', 'crew-neck']","[np.int64(4), np.int64(4), np.int64(5), np.int64(10), np.int64(4), np.int64(5), np.int64(2), np.int64(7), np.int64(10), np.int64(3), np.int64(3), np.int64(9), np.int64(2), np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(13), np.int64(8), np.int64(3), np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(4), np.int64(4), np.int64(2), np.int64(9), np.int64(4), np.int64(4), np.int64(6), np.int64(2)]",169,49.37293919288036,26
gemini-3-pro,Clothing,t-shirt,"['jersey', 'iconic', 'unisex', 'v-necked', 'baggy', 'layered', 'colorful', 'comfortable', 'athletic', 'cotton', 'versatile', 'fitted', 'cropped', 'soft', 'tight', 'plain', 'durable', 'v-neck', 'absorbent', 'casual', 'basic', 'loose', 'ubiquitous', 'printed', 'inexpensive', 'round-necked', 'collarless', 'knit', 'oversized', 'textile', 'promotional', 'pullover', 'informal', 'graphic', 'affordable', 'short-sleeved', 'wearable', 'breathable', 't-shaped', 'everyday', 'lightweight', 'knitted', 'washable', 'stretchy', 'crew-necked', 'crew-neck']","[np.int64(4), np.int64(3), np.int64(4), np.int64(1), np.int64(5), np.int64(3), np.int64(6), np.int64(10), np.int64(5), np.int64(7), np.int64(10), np.int64(5), np.int64(2), np.int64(9), np.int64(4), np.int64(3), np.int64(8), np.int64(1), np.int64(2), np.int64(13), np.int64(2), np.int64(8), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(1), np.int64(3), np.int64(8), np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(9), np.int64(1), np.int64(4), np.int64(11), np.int64(4), np.int64(6), np.int64(3), np.int64(1), np.int64(2)]",199,55.33063687751753,29
gemini-3-pro,Clothing,visor,"['plastic', 'retractable', 'hinged', 'tinted', 'opaque', 'curved', 'transparent', 'reflective', 'protective', 'sleek', 'detachable', 'polarized', 'mirrored', 'anti-glare', 'adjustable', 'durable', 'rigid', 'frontal', 'smooth', 'glare-reducing', 'movable', 'shading', 'clear', 'polycarbonate', 'wearable', 'sun-blocking', 'shielding', 'lightweight', 'brimmed', 'flip-up']","[np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(5), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(11), np.int64(1), np.int64(1)]",70,14.603967918328541,23
gemini-3-pro,Clothing,wedge,"['metallic', 'plastic', 'wooden', 'edged', 'keen', 'solid', 'slanted', 'driven', 'pointed', 'tapered', 'triangular', 'narrow', 'thick', 'rigid', 'prismatic', 'thin', 'forceful', 'cutting', 'separating', 'v-shaped', 'tightening', 'inclined', 'mechanical', 'sharp', 'piercing', 'securing', 'splitting', 'stopping', 'angled', 'hard', 'simple', 'lifting', 'sloping']","[np.int64(1), np.int64(5), np.int64(3), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1)]",58,12.465355243460255,13
gemini-3-pro,Clothing,wrap,"['folded', 'filled', 'floury', 'layered', 'transparent', 'warm', 'cylindrical', 'protective', 'flexible', 'versatile', 'handheld', 'pliable', 'soft', 'tight', 'delicious', 'convenient', 'toasted', 'rolled', 'edible', 'thin', 'savory', 'flat', 'tasty', 'tubular', 'adhesive', 'circular', 'cozy', 'covering', 'enclosing', 'grilled', 'stuffed', 'decorative', 'portable', 'fresh', 'compact', 'disposable', 'enclosed']","[np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(1), np.int64(5), np.int64(5), np.int64(10), np.int64(1), np.int64(1), np.int64(9), np.int64(4), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",89,21.922555693367965,7
gpt-5.2,Furniture,bar cabinet,"['wall-mounted', 'stable', 'paneled', 'concealed', 'water-resistant', 'built-in', 'sleek', 'stained', 'tall', 'modern', 'mirrored', 'elegant', 'luxurious', 'balanced', 'durable', 'handleless', 'customizable', 'fingerprint-resistant', 'sturdy', 'deep', 'rectangular', 'freestanding', 'easy-to-clean', 'portable', 'contemporary', 'ornate', 'compact', 'wheeled', 'space-saving', 'mid-century', 'enclosed', 'sliding', 'tall-legged', 'odor-resistant', 'backlit', 'dark', 'low', 'polished', 'bottle-storing', 'practical', 'reflective', 'rack-equipped', 'tiered', 'heavy', 'corner', 'moisture-resistant', 'rounded', 'narrow', 'adjustable', 'soft-close', 'rustic', 'handled', 'weathered', 'display-oriented', 'secure', 'bottle-capable', 'light', 'knobbed', 'shelf-lined', 'traditional', 'compartmentalized', 'stemware-hanging', 'lightweight', 'stylish', 'pull-out', 'stationary', 'accessible', 'glass-fronted', 'painted', 'vintage', 'minimalist', 'illuminated', 'lockable', 'fold-out', 'heat-resistant', 'glossy', 'antique', 'metal', 'square', 'glassware-capable', 'scratch-resistant', 'spacious', 'modular', 'matte', 'distressed', 'industrial', 'sealed', 'dimmable', 'organized', 'veneered', 'open-shelved', 'shelved', 'legged', 'bulky', 'carved', 'hinged', 'opaque', 'wooden', 'low-profile', 'shallow', 'transparent', 'functional', 'child-resistant', 'ventilated', 'drawer-equipped', 'lacquered', 'wide', 'framed', 'pet-resistant', 'level', 'decorative', 'sound-dampening', 'stain-resistant']","[np.int64(8), np.int64(15), np.int64(6), np.int64(5), np.int64(11), np.int64(7), np.int64(10), np.int64(7), np.int64(12), np.int64(15), np.int64(7), np.int64(11), np.int64(3), np.int64(4), np.int64(17), np.int64(3), np.int64(5), np.int64(1), np.int64(18), np.int64(7), np.int64(10), np.int64(11), np.int64(8), np.int64(12), np.int64(12), np.int64(13), np.int64(16), np.int64(3), np.int64(13), np.int64(6), np.int64(10), np.int64(6), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(11), np.int64(1), np.int64(13), np.int64(4), np.int64(1), np.int64(5), np.int64(14), np.int64(2), np.int64(8), np.int64(5), np.int64(9), np.int64(8), np.int64(4), np.int64(10), np.int64(4), np.int64(4), np.int64(2), np.int64(11), np.int64(1), np.int64(3), np.int64(4), np.int64(1), np.int64(17), np.int64(8), np.int64(1), np.int64(12), np.int64(7), np.int64(2), np.int64(8), np.int64(10), np.int64(6), np.int64(8), np.int64(12), np.int64(15), np.int64(3), np.int64(10), np.int64(2), np.int64(4), np.int64(11), np.int64(8), np.int64(12), np.int64(6), np.int64(1), np.int64(8), np.int64(11), np.int64(10), np.int64(12), np.int64(3), np.int64(5), np.int64(5), np.int64(2), np.int64(10), np.int64(6), np.int64(2), np.int64(7), np.int64(3), np.int64(7), np.int64(8), np.int64(10), np.int64(4), np.int64(13), np.int64(7), np.int64(5), np.int64(5), np.int64(15), np.int64(2), np.int64(6), np.int64(7), np.int64(7), np.int64(12), np.int64(7), np.int64(1), np.int64(5), np.int64(15), np.int64(1), np.int64(11)]",825,195.94295896483524,6
